Customer ID,Dining Preference,Room Preference,Sports Activities,Wellness,Pricing Pattern
2517,Vegan,Suite,None,Gym,Luxury
2518,Vegetarian,Standard,Swimming,Sauna,Luxury
2519,Vegan,Standard,Table Tennis,Sauna,Frugal
2520,Vegetarian,Deluxe,Golf,Gym,Frugal
2521,Vegan,Suite,Golf,None,Frugal
2522,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
2523,Vegetarian,Suite,Swimming,Sauna,Luxury
2524,Vegetarian,Standard,Table Tennis,Sauna,Luxury
2525,Vegan,Deluxe,Swimming,Massage,Luxury
2526,Vegetarian,Deluxe,Swimming,Massage,Frugal
2527,Vegan,Deluxe,Table Tennis,Sauna,Frugal
2528,Non-Vegetarian,Suite,Swimming,Massage,Luxury
2529,Vegetarian,Suite,Golf,Sauna,Luxury
2530,Vegetarian,Standard,Table Tennis,Sauna,Luxury
2531,Vegan,Deluxe,Swimming,None,Frugal
2532,Vegan,Standard,Table Tennis,None,Luxury
2533,Non-Vegetarian,Deluxe,Golf,None,Frugal
2534,Vegan,Standard,Swimming,Massage,Frugal
2535,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
2536,Non-Vegetarian,Standard,Golf,Gym,Frugal
2537,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
2538,Vegan,Standard,None,None,Frugal
2539,Non-Vegetarian,Standard,Swimming,Massage,Frugal
2540,Vegan,Deluxe,Swimming,Gym,Frugal
2541,Non-Vegetarian,Suite,Swimming,Massage,Luxury
2542,Vegetarian,Deluxe,Swimming,Sauna,Luxury
2543,Vegan,Standard,Table Tennis,Massage,Frugal
2544,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
2545,Vegetarian,Suite,Swimming,Sauna,Frugal
2546,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
2547,Non-Vegetarian,Deluxe,None,Sauna,Luxury
2548,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
2549,Vegetarian,Standard,Golf,Gym,Frugal
2550,Vegan,Standard,Golf,Sauna,Luxury
2551,Vegan,Deluxe,Golf,Massage,Luxury
2552,Vegetarian,Standard,Golf,Gym,Luxury
2553,Vegan,Deluxe,Swimming,None,Luxury
2554,Vegetarian,Suite,Swimming,None,Frugal
2555,Vegan,Suite,Golf,None,Frugal
2556,Vegan,Standard,Golf,Gym,Luxury
2557,Vegan,Standard,None,Massage,Luxury
2558,Vegan,Suite,Golf,Sauna,Frugal
2559,Vegetarian,Suite,Golf,None,Luxury
2560,Non-Vegetarian,Standard,Golf,None,Frugal
2561,Vegan,Suite,Swimming,Massage,Frugal
2562,Vegan,Suite,Table Tennis,Massage,Frugal
2563,Vegan,Deluxe,Swimming,Gym,Luxury
2564,Vegetarian,Standard,Table Tennis,None,Frugal
2565,Non-Vegetarian,Standard,None,Gym,Luxury
2566,Non-Vegetarian,Deluxe,Swimming,None,Luxury
2567,Vegan,Deluxe,None,None,Frugal
2568,Non-Vegetarian,Deluxe,None,Massage,Luxury
2569,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
2570,Vegan,Standard,Swimming,Gym,Luxury
2571,Vegetarian,Standard,None,None,Luxury
2572,Vegan,Suite,Table Tennis,Gym,Luxury
2573,Vegan,Suite,None,None,Luxury
2574,Vegetarian,Standard,Golf,Sauna,Frugal
2575,Vegetarian,Deluxe,Golf,None,Luxury
2576,Vegan,Suite,Swimming,Massage,Frugal
2577,Vegetarian,Suite,Table Tennis,Massage,Luxury
2578,Vegetarian,Standard,Swimming,Gym,Luxury
2579,Vegetarian,Suite,Golf,Gym,Luxury
2580,Non-Vegetarian,Suite,Golf,Massage,Frugal
2581,Vegetarian,Deluxe,None,Massage,Frugal
2582,Vegetarian,Deluxe,None,None,Frugal
2583,Non-Vegetarian,Standard,None,Massage,Luxury
2584,Non-Vegetarian,Standard,None,None,Frugal
2585,Vegan,Standard,Golf,Sauna,Frugal
2586,Vegetarian,Standard,Golf,Gym,Luxury
2587,Vegan,Deluxe,None,Gym,Luxury
2588,Vegan,Deluxe,Swimming,Massage,Luxury
2589,Vegan,Deluxe,None,Gym,Frugal
2590,Non-Vegetarian,Deluxe,Golf,Gym,Luxury
2591,Vegetarian,Deluxe,Table Tennis,None,Luxury
2592,Vegetarian,Standard,Swimming,Gym,Frugal
2593,Vegan,Standard,None,None,Luxury
2594,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
2595,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
2596,Vegetarian,Deluxe,None,Sauna,Frugal
2597,Non-Vegetarian,Standard,Golf,Sauna,Luxury
2598,Non-Vegetarian,Suite,None,Sauna,Luxury
2599,Vegan,Standard,Table Tennis,Sauna,Luxury
2600,Vegan,Deluxe,None,None,Luxury
2601,Vegetarian,Deluxe,Swimming,None,Luxury
2602,Vegan,Suite,Swimming,Gym,Luxury
2603,Non-Vegetarian,Deluxe,Swimming,Massage,Frugal
2604,Non-Vegetarian,Standard,Swimming,Gym,Frugal
2605,Vegetarian,Deluxe,Golf,Massage,Frugal
2606,Vegetarian,Deluxe,Table Tennis,Massage,Luxury
2607,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
2608,Non-Vegetarian,Deluxe,Swimming,None,Luxury
2609,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
2610,Non-Vegetarian,Suite,None,Gym,Frugal
2611,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
2612,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
2613,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
2614,Vegetarian,Deluxe,None,None,Frugal
2615,Vegetarian,Deluxe,Table Tennis,None,Luxury
2616,Non-Vegetarian,Deluxe,None,Gym,Luxury
2617,Vegan,Standard,Golf,Gym,Luxury
2618,Vegan,Deluxe,None,Massage,Luxury
2619,Vegan,Deluxe,Golf,Gym,Frugal
2620,Vegan,Standard,Golf,Massage,Luxury
2621,Vegetarian,Standard,Swimming,Sauna,Luxury
2622,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
2623,Non-Vegetarian,Deluxe,Golf,None,Luxury
2624,Vegetarian,Standard,None,Massage,Frugal
2625,Vegan,Suite,Table Tennis,None,Frugal
2626,Vegetarian,Deluxe,Golf,Massage,Luxury
2627,Vegan,Deluxe,None,Sauna,Luxury
2628,Vegan,Suite,Golf,Sauna,Luxury
2629,Non-Vegetarian,Standard,None,Sauna,Frugal
2630,Vegan,Suite,Table Tennis,Gym,Luxury
2631,Non-Vegetarian,Standard,Swimming,Massage,Frugal
2632,Vegetarian,Deluxe,Golf,None,Luxury
2633,Non-Vegetarian,Standard,Swimming,Massage,Luxury
2634,Non-Vegetarian,Suite,None,None,Luxury
2635,Non-Vegetarian,Suite,Golf,Sauna,Luxury
2636,Non-Vegetarian,Suite,Golf,Massage,Frugal
2637,Vegetarian,Deluxe,Golf,None,Frugal
2638,Vegetarian,Standard,Table Tennis,Massage,Frugal
2639,Vegan,Suite,None,None,Luxury
2640,Vegan,Deluxe,Swimming,None,Luxury
2641,Non-Vegetarian,Standard,None,Massage,Frugal
2642,Vegan,Deluxe,None,None,Frugal
2643,Vegan,Deluxe,Golf,Sauna,Luxury
2644,Non-Vegetarian,Suite,None,Gym,Frugal
2645,Non-Vegetarian,Suite,Golf,None,Luxury
2646,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
2647,Vegan,Standard,Golf,Gym,Luxury
2648,Vegan,Suite,Golf,Massage,Frugal
2649,Vegan,Standard,None,Massage,Luxury
2650,Vegan,Deluxe,None,Sauna,Frugal
2651,Vegetarian,Suite,None,Gym,Luxury
2652,Vegan,Deluxe,None,Sauna,Luxury
2653,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
2654,Vegetarian,Standard,Table Tennis,None,Luxury
2655,Vegetarian,Suite,Swimming,Massage,Frugal
2656,Non-Vegetarian,Standard,Swimming,Massage,Luxury
2657,Non-Vegetarian,Standard,Table Tennis,Gym,Frugal
2658,Vegan,Deluxe,Table Tennis,Sauna,Luxury
2659,Non-Vegetarian,Suite,Swimming,Massage,Frugal
2660,Non-Vegetarian,Deluxe,None,Gym,Frugal
2661,Non-Vegetarian,Standard,Golf,Sauna,Frugal
2662,Vegetarian,Suite,Swimming,Massage,Frugal
2663,Vegan,Deluxe,Golf,Sauna,Luxury
2664,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
2665,Vegan,Deluxe,Golf,Gym,Luxury
2666,Non-Vegetarian,Standard,Swimming,Gym,Frugal
2667,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
2668,Vegan,Suite,Table Tennis,None,Frugal
2669,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
2670,Non-Vegetarian,Suite,None,Sauna,Luxury
2671,Non-Vegetarian,Standard,None,Gym,Frugal
2672,Vegetarian,Suite,Golf,Sauna,Luxury
2673,Vegetarian,Suite,Golf,Massage,Frugal
2674,Vegetarian,Suite,Table Tennis,None,Frugal
2675,Vegetarian,Suite,Golf,Massage,Frugal
2676,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
2677,Vegan,Deluxe,Table Tennis,Gym,Luxury
2678,Vegetarian,Standard,Table Tennis,Massage,Luxury
2679,Vegan,Deluxe,Swimming,Massage,Luxury
2680,Vegan,Standard,Swimming,Sauna,Frugal
2681,Vegan,Deluxe,Swimming,Gym,Luxury
2682,Non-Vegetarian,Deluxe,Swimming,None,Frugal
2683,Vegetarian,Deluxe,Swimming,Sauna,Frugal
2684,Non-Vegetarian,Suite,None,None,Luxury
2685,Non-Vegetarian,Deluxe,None,Massage,Luxury
2686,Vegan,Standard,Golf,Sauna,Frugal
2687,Vegetarian,Deluxe,Golf,Sauna,Luxury
2688,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
2689,Non-Vegetarian,Standard,Golf,Massage,Frugal
2690,Vegetarian,Standard,Table Tennis,None,Luxury
2691,Vegan,Suite,Table Tennis,None,Frugal
2692,Vegetarian,Suite,Swimming,Gym,Luxury
2693,Non-Vegetarian,Suite,None,Gym,Frugal
2694,Non-Vegetarian,Suite,Golf,Sauna,Luxury
2695,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
2696,Non-Vegetarian,Deluxe,Golf,None,Frugal
2697,Vegan,Standard,None,Massage,Frugal
2698,Vegetarian,Deluxe,Swimming,Sauna,Frugal
2699,Non-Vegetarian,Standard,Table Tennis,Gym,Frugal
2700,Vegetarian,Deluxe,Table Tennis,Massage,Luxury
2701,Vegetarian,Deluxe,Golf,Sauna,Frugal
2702,Non-Vegetarian,Suite,Table Tennis,None,Luxury
2703,Non-Vegetarian,Standard,None,Sauna,Luxury
2704,Vegetarian,Deluxe,None,Massage,Luxury
2705,Non-Vegetarian,Standard,Swimming,None,Frugal
2706,Non-Vegetarian,Suite,Golf,None,Luxury
2707,Vegetarian,Standard,Table Tennis,Gym,Luxury
2708,Non-Vegetarian,Deluxe,Golf,Gym,Luxury
2709,Vegan,Suite,Golf,Sauna,Luxury
2710,Vegetarian,Suite,Golf,Sauna,Frugal
2711,Non-Vegetarian,Standard,Swimming,Gym,Frugal
2712,Non-Vegetarian,Standard,Table Tennis,Gym,Frugal
2713,Non-Vegetarian,Standard,Swimming,None,Luxury
2714,Non-Vegetarian,Suite,Golf,Sauna,Luxury
2715,Vegetarian,Deluxe,None,Massage,Luxury
2716,Vegan,Deluxe,Golf,None,Luxury
2717,Vegetarian,Suite,Golf,Massage,Frugal
2718,Vegetarian,Suite,Swimming,None,Frugal
2719,Vegetarian,Standard,Table Tennis,Sauna,Frugal
2720,Vegetarian,Deluxe,Swimming,None,Frugal
2721,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
2722,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
2723,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
2724,Vegetarian,Suite,Table Tennis,None,Frugal
2725,Vegan,Suite,Golf,Gym,Frugal
2726,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
2727,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
2728,Vegetarian,Standard,Table Tennis,Gym,Luxury
2729,Vegetarian,Deluxe,Swimming,Massage,Frugal
2730,Non-Vegetarian,Standard,Swimming,None,Frugal
2731,Vegan,Suite,Table Tennis,Massage,Frugal
2732,Vegetarian,Suite,None,Gym,Luxury
2733,Non-Vegetarian,Suite,Swimming,Massage,Luxury
2734,Vegetarian,Suite,Swimming,Massage,Frugal
2735,Vegetarian,Suite,None,Gym,Luxury
2736,Vegan,Standard,Table Tennis,Sauna,Luxury
2737,Vegan,Deluxe,None,Sauna,Frugal
2738,Vegetarian,Suite,Swimming,Massage,Luxury
2739,Vegetarian,Suite,Table Tennis,Gym,Frugal
2740,Vegan,Suite,Table Tennis,None,Frugal
2741,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
2742,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
2743,Vegetarian,Suite,Table Tennis,Massage,Frugal
2744,Vegan,Deluxe,Table Tennis,Sauna,Luxury
2745,Vegan,Suite,Swimming,Massage,Luxury
2746,Vegetarian,Deluxe,Swimming,Sauna,Frugal
2747,Vegan,Suite,None,Sauna,Luxury
2748,Non-Vegetarian,Suite,None,Massage,Frugal
2749,Vegetarian,Standard,None,Massage,Frugal
2750,Vegan,Suite,None,None,Frugal
2751,Vegetarian,Suite,Table Tennis,None,Frugal
2752,Vegan,Standard,Golf,None,Frugal
2753,Vegetarian,Deluxe,Golf,Gym,Luxury
2754,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
2755,Vegetarian,Deluxe,Golf,Sauna,Luxury
2756,Vegetarian,Suite,Swimming,Gym,Frugal
2757,Vegetarian,Suite,Table Tennis,None,Frugal
2758,Non-Vegetarian,Suite,None,None,Frugal
2759,Vegetarian,Suite,Golf,None,Luxury
2760,Vegetarian,Standard,Table Tennis,None,Luxury
2761,Vegan,Deluxe,Table Tennis,Gym,Frugal
2762,Vegan,Suite,Golf,Gym,Luxury
2763,Vegan,Deluxe,None,Gym,Luxury
2764,Non-Vegetarian,Deluxe,Table Tennis,None,Frugal
2765,Non-Vegetarian,Suite,Golf,Massage,Luxury
2766,Non-Vegetarian,Deluxe,Golf,None,Luxury
2767,Vegan,Deluxe,Swimming,Massage,Luxury
2768,Vegetarian,Standard,None,Sauna,Luxury
2769,Non-Vegetarian,Suite,Golf,Sauna,Frugal
2770,Vegan,Suite,Swimming,Massage,Frugal
2771,Vegan,Suite,Table Tennis,Sauna,Frugal
2772,Non-Vegetarian,Suite,None,Massage,Frugal
2773,Vegan,Standard,None,Sauna,Frugal
2774,Vegan,Standard,None,Massage,Frugal
2775,Vegetarian,Suite,None,Massage,Frugal
2776,Vegetarian,Deluxe,None,Massage,Frugal
2777,Vegan,Suite,Swimming,Massage,Frugal
2778,Vegetarian,Standard,None,Sauna,Frugal
2779,Vegetarian,Standard,None,Sauna,Frugal
2780,Vegan,Suite,Table Tennis,Sauna,Luxury
2781,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
2782,Vegan,Standard,None,Gym,Luxury
2783,Vegan,Standard,Swimming,Sauna,Luxury
2784,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
2785,Vegan,Deluxe,Golf,Sauna,Frugal
2786,Non-Vegetarian,Suite,Swimming,None,Frugal
2787,Non-Vegetarian,Suite,Golf,Sauna,Luxury
2788,Vegetarian,Standard,Table Tennis,Sauna,Luxury
2789,Non-Vegetarian,Deluxe,None,Gym,Luxury
2790,Non-Vegetarian,Suite,Swimming,Massage,Luxury
2791,Vegan,Deluxe,Table Tennis,None,Luxury
2792,Vegetarian,Deluxe,Swimming,Massage,Frugal
2793,Vegan,Standard,None,Sauna,Luxury
2794,Vegan,Deluxe,Swimming,Massage,Frugal
2795,Vegetarian,Suite,Golf,None,Luxury
2796,Vegetarian,Deluxe,Swimming,Sauna,Frugal
2797,Non-Vegetarian,Deluxe,None,None,Luxury
2798,Vegan,Suite,Swimming,Massage,Luxury
2799,Vegan,Suite,Golf,Sauna,Luxury
2800,Vegetarian,Standard,Golf,None,Luxury
2801,Vegan,Deluxe,Golf,Gym,Luxury
2802,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
2803,Vegetarian,Deluxe,None,Sauna,Frugal
2804,Vegan,Deluxe,Golf,None,Luxury
2805,Non-Vegetarian,Suite,Table Tennis,None,Frugal
2806,Vegan,Deluxe,None,Massage,Frugal
2807,Vegan,Deluxe,None,Sauna,Luxury
2808,Vegan,Standard,Golf,Massage,Luxury
2809,Vegetarian,Standard,Table Tennis,None,Frugal
2810,Vegan,Standard,None,Gym,Frugal
2811,Vegan,Suite,Swimming,Massage,Luxury
2812,Non-Vegetarian,Standard,Golf,Massage,Luxury
2813,Vegetarian,Deluxe,Golf,None,Frugal
2814,Vegetarian,Standard,Golf,None,Frugal
2815,Vegetarian,Standard,None,Massage,Frugal
2816,Non-Vegetarian,Suite,Golf,Gym,Luxury
2817,Vegan,Suite,Swimming,Massage,Luxury
2818,Vegetarian,Suite,None,Gym,Frugal
2819,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
2820,Vegan,Deluxe,Table Tennis,Massage,Frugal
2821,Vegan,Standard,None,Massage,Luxury
2822,Non-Vegetarian,Standard,Table Tennis,Massage,Frugal
2823,Vegan,Suite,Table Tennis,Sauna,Frugal
2824,Vegan,Standard,Golf,Sauna,Luxury
2825,Vegetarian,Deluxe,Table Tennis,Massage,Luxury
2826,Vegan,Deluxe,None,Sauna,Luxury
2827,Non-Vegetarian,Suite,None,Sauna,Frugal
2828,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
2829,Vegan,Deluxe,Table Tennis,Massage,Luxury
2830,Vegetarian,Standard,Swimming,Sauna,Frugal
2831,Non-Vegetarian,Standard,Table Tennis,None,Luxury
2832,Non-Vegetarian,Suite,Golf,Massage,Frugal
2833,Vegan,Deluxe,Swimming,None,Frugal
2834,Vegetarian,Standard,None,Massage,Luxury
2835,Non-Vegetarian,Suite,Golf,Massage,Luxury
2836,Vegan,Standard,Golf,Massage,Frugal
2837,Non-Vegetarian,Standard,None,Massage,Frugal
2838,Vegan,Suite,Golf,Massage,Frugal
2839,Vegan,Suite,Swimming,Sauna,Luxury
2840,Vegan,Suite,Swimming,Gym,Frugal
2841,Non-Vegetarian,Deluxe,Golf,None,Frugal
2842,Vegan,Deluxe,Golf,Gym,Frugal
2843,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
2844,Non-Vegetarian,Suite,None,None,Frugal
2845,Vegetarian,Standard,Table Tennis,Massage,Luxury
2846,Vegetarian,Standard,Swimming,None,Luxury
2847,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
2848,Vegetarian,Suite,Golf,Sauna,Luxury
2849,Vegetarian,Standard,None,Gym,Frugal
2850,Vegetarian,Suite,Table Tennis,Sauna,Luxury
2851,Vegan,Deluxe,None,Gym,Frugal
2852,Vegan,Standard,Table Tennis,Gym,Frugal
2853,Vegan,Standard,Swimming,Sauna,Luxury
2854,Vegan,Suite,Swimming,None,Frugal
2855,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
2856,Vegan,Standard,Table Tennis,Gym,Frugal
2857,Vegan,Deluxe,Golf,Gym,Luxury
2858,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
2859,Vegan,Standard,Table Tennis,Sauna,Luxury
2860,Non-Vegetarian,Deluxe,None,Sauna,Luxury
2861,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
2862,Vegetarian,Suite,Golf,Sauna,Frugal
2863,Vegetarian,Standard,Swimming,None,Frugal
2864,Vegan,Deluxe,Swimming,Gym,Frugal
2865,Vegan,Standard,None,Gym,Luxury
2866,Vegan,Deluxe,Golf,Massage,Luxury
2867,Vegan,Deluxe,Table Tennis,Massage,Frugal
2868,Vegan,Standard,Table Tennis,None,Frugal
2869,Vegetarian,Suite,Swimming,Massage,Frugal
2870,Vegan,Standard,None,None,Frugal
2871,Vegetarian,Standard,Table Tennis,Sauna,Luxury
2872,Vegan,Standard,None,Sauna,Frugal
2873,Vegetarian,Deluxe,Swimming,Sauna,Frugal
2874,Non-Vegetarian,Deluxe,Table Tennis,None,Frugal
2875,Vegan,Standard,Golf,Gym,Frugal
2876,Vegetarian,Suite,Table Tennis,Massage,Frugal
2877,Non-Vegetarian,Standard,None,Sauna,Frugal
2878,Vegan,Suite,Table Tennis,Gym,Luxury
2879,Non-Vegetarian,Suite,Swimming,None,Frugal
2880,Vegan,Deluxe,Golf,Gym,Luxury
2881,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
2882,Non-Vegetarian,Deluxe,Swimming,None,Frugal
2883,Non-Vegetarian,Deluxe,None,Gym,Luxury
2884,Non-Vegetarian,Suite,Golf,None,Frugal
2885,Vegan,Standard,Swimming,Sauna,Frugal
2886,Vegetarian,Deluxe,Swimming,None,Frugal
2887,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
2888,Vegan,Suite,Swimming,Sauna,Frugal
2889,Vegan,Deluxe,Swimming,Sauna,Frugal
2890,Non-Vegetarian,Deluxe,Golf,None,Frugal
2891,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
2892,Vegetarian,Standard,Table Tennis,Gym,Luxury
2893,Non-Vegetarian,Deluxe,Golf,Gym,Frugal
2894,Vegan,Standard,None,Massage,Frugal
2895,Vegetarian,Deluxe,None,Gym,Luxury
2896,Vegetarian,Standard,Golf,Sauna,Luxury
2897,Vegan,Suite,Golf,Massage,Luxury
2898,Non-Vegetarian,Suite,Swimming,None,Frugal
2899,Vegetarian,Deluxe,Swimming,None,Luxury
2900,Vegan,Deluxe,Swimming,Massage,Frugal
2901,Vegetarian,Standard,Golf,Gym,Luxury
2902,Non-Vegetarian,Suite,Table Tennis,None,Frugal
2903,Non-Vegetarian,Standard,Swimming,Massage,Frugal
2904,Vegan,Standard,None,Sauna,Frugal
2905,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
2906,Vegan,Standard,Table Tennis,Gym,Frugal
2907,Non-Vegetarian,Suite,Swimming,Massage,Luxury
2908,Vegetarian,Suite,Table Tennis,Massage,Frugal
2909,Vegan,Standard,Golf,Gym,Frugal
2910,Vegetarian,Suite,None,Sauna,Frugal
2911,Vegan,Suite,Golf,Massage,Luxury
2912,Non-Vegetarian,Deluxe,Table Tennis,Gym,Frugal
2913,Vegan,Standard,Golf,Gym,Frugal
2914,Non-Vegetarian,Suite,None,Massage,Frugal
2915,Vegetarian,Suite,Swimming,Sauna,Luxury
2916,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
2917,Vegetarian,Deluxe,None,Massage,Frugal
2918,Vegetarian,Standard,Table Tennis,None,Frugal
2919,Non-Vegetarian,Suite,Golf,Sauna,Frugal
2920,Vegetarian,Standard,Swimming,Gym,Frugal
2921,Vegetarian,Standard,Table Tennis,Massage,Frugal
2922,Vegan,Standard,Swimming,None,Luxury
2923,Vegan,Deluxe,Table Tennis,Gym,Luxury
2924,Vegetarian,Standard,Table Tennis,Massage,Frugal
2925,Vegetarian,Deluxe,Golf,Sauna,Luxury
2926,Non-Vegetarian,Deluxe,Swimming,None,Luxury
2927,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
2928,Non-Vegetarian,Deluxe,Swimming,None,Luxury
2929,Vegetarian,Standard,Golf,Massage,Luxury
2930,Vegan,Standard,None,None,Luxury
2931,Vegan,Standard,None,Massage,Frugal
2932,Non-Vegetarian,Standard,None,Massage,Frugal
2933,Vegetarian,Deluxe,Swimming,None,Luxury
2934,Vegetarian,Standard,None,None,Frugal
2935,Vegan,Deluxe,None,None,Luxury
2936,Vegetarian,Standard,Table Tennis,Gym,Luxury
2937,Vegan,Standard,Swimming,Gym,Frugal
2938,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
2939,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
2940,Non-Vegetarian,Standard,Table Tennis,None,Frugal
2941,Non-Vegetarian,Suite,Table Tennis,None,Luxury
2942,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
2943,Vegan,Suite,Table Tennis,None,Luxury
2944,Vegan,Standard,Swimming,Gym,Luxury
2945,Vegetarian,Deluxe,None,Massage,Frugal
2946,Non-Vegetarian,Suite,Golf,Gym,Frugal
2947,Vegetarian,Standard,Swimming,Gym,Luxury
2948,Non-Vegetarian,Standard,None,Gym,Luxury
2949,Vegan,Standard,Swimming,None,Frugal
2950,Vegan,Suite,Swimming,Gym,Luxury
2951,Non-Vegetarian,Suite,Swimming,Gym,Frugal
2952,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
2953,Vegetarian,Standard,Golf,Sauna,Luxury
2954,Vegan,Standard,Swimming,None,Luxury
2955,Vegetarian,Suite,Golf,None,Frugal
2956,Vegetarian,Standard,None,None,Luxury
2957,Vegan,Deluxe,Table Tennis,Massage,Frugal
2958,Non-Vegetarian,Suite,Golf,None,Frugal
2959,Non-Vegetarian,Standard,None,Sauna,Frugal
2960,Vegan,Suite,Table Tennis,Massage,Luxury
2961,Vegetarian,Standard,Swimming,None,Luxury
2962,Vegan,Standard,Table Tennis,Massage,Luxury
2963,Vegetarian,Suite,None,Sauna,Frugal
2964,Vegan,Deluxe,Swimming,None,Frugal
2965,Vegetarian,Standard,Table Tennis,None,Luxury
2966,Vegan,Deluxe,Golf,Massage,Frugal
2967,Non-Vegetarian,Standard,Golf,None,Frugal
2968,Vegan,Deluxe,Table Tennis,Gym,Frugal
2969,Vegetarian,Suite,None,Sauna,Frugal
2970,Vegetarian,Deluxe,Golf,Massage,Frugal
2971,Vegetarian,Standard,None,None,Luxury
2972,Non-Vegetarian,Deluxe,None,None,Frugal
2973,Vegan,Deluxe,Swimming,None,Frugal
2974,Vegan,Suite,Swimming,None,Frugal
2975,Non-Vegetarian,Suite,Table Tennis,None,Frugal
2976,Vegetarian,Suite,Table Tennis,None,Luxury
2977,Vegetarian,Suite,Swimming,None,Frugal
2978,Vegan,Standard,Swimming,Massage,Frugal
2979,Non-Vegetarian,Deluxe,Table Tennis,Gym,Luxury
2980,Vegan,Suite,Golf,None,Luxury
2981,Vegan,Suite,None,None,Luxury
2982,Vegetarian,Suite,Table Tennis,None,Frugal
2983,Vegan,Suite,Swimming,None,Frugal
2984,Vegan,Deluxe,Table Tennis,Massage,Luxury
2985,Vegan,Suite,Golf,Massage,Frugal
2986,Vegan,Standard,Golf,Massage,Luxury
2987,Vegan,Suite,None,Sauna,Frugal
2988,Vegetarian,Deluxe,Golf,Sauna,Luxury
2989,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
2990,Non-Vegetarian,Deluxe,None,Sauna,Luxury
2991,Non-Vegetarian,Deluxe,Golf,None,Frugal
2992,Vegan,Deluxe,Golf,Massage,Luxury
2993,Vegan,Standard,None,Gym,Frugal
2994,Vegetarian,Suite,Golf,Massage,Luxury
2995,Non-Vegetarian,Deluxe,None,Massage,Luxury
2996,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
2997,Vegetarian,Deluxe,Golf,Sauna,Frugal
2998,Vegan,Suite,Swimming,Gym,Frugal
2999,Vegetarian,Deluxe,None,Massage,Frugal
3000,Non-Vegetarian,Suite,Swimming,Gym,Frugal
3001,Vegetarian,Deluxe,Golf,Sauna,Luxury
3002,Vegetarian,Deluxe,None,None,Luxury
3003,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
3004,Vegan,Suite,None,Gym,Frugal
3005,Vegan,Deluxe,None,Sauna,Frugal
3006,Vegetarian,Standard,Golf,Gym,Luxury
3007,Vegan,Deluxe,Table Tennis,Sauna,Frugal
3008,Non-Vegetarian,Standard,Golf,Massage,Frugal
3009,Vegetarian,Standard,Golf,None,Luxury
